step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
207,9.283829,yeah,yeah,1.099,1629.169,1583.9,229.0,0.0,-161.81790000000004
208,9.307571,yeah,yeah,1.1,1633.48,1595.245,231.0,0.0,-162.24800000000002
209,9.338366,yeah,yeah,1.107,1629.239,1607.946,233.0,0.0,-161.8169
210,9.403891,yeah,yeah,1.105,1694.61,1621.703,234.0,0.0,-168.35600000000002
211,9.443084,yeah,yeah,1.109,1668.57,1638.27,237.0,0.0,-165.748
212,9.474826,yeah,yeah,1.096,1690.779,1652.438,239.0,0.0,-167.9819
213,9.5343,yeah,yeah,1.123,1699.31,1660.103,241.0,0.0,-168.80800000000002
214,9.564857,yeah,yeah,1.116,1700.687,1667.331,242.0,0.0,-168.9527
215,9.603329,yeah,yeah,1.117,1708.488,1687.008,245.0,0.0,-169.73180000000002
216,9.643714,yeah,yeah,1.105,1748.884,1694.743,245.0,0.0,-173.78340000000003
217,9.676484,yeah,yeah,1.095,1754.236,1724.975,248.0,0.0,-174.32860000000002
218,9.715911,yeah,yeah,1.099,1768.622,1739.828,250.0,0.0,-175.76320000000004
219,9.764596,yeah,yeah,1.098,1810.039,1750.983,251.0,0.0,-179.9059
220,9.802312,yeah,yeah,1.118,1760.44,1755.006,255.0,0.0,-174.92600000000002
221,9.843034,yeah,yeah,1.126,1778.807,1757.803,257.0,0.0,-176.7547
222,9.901005,yeah,yeah,1.12,1825.991,1767.573,258.0,0.0,-181.47910000000002
223,9.930188,yeah,yeah,1.102,1815.446,1791.481,261.0,0.0,-180.4426
224,9.974885,yeah,yeah,1.11,1859.838,1800.026,261.0,0.0,-184.8738
225,10.01147,yeah,yeah,1.112,1840.002,1818.674,264.0,0.0,-182.8882
226,10.036864,yeah,yeah,1.113,1863.985,1829.099,266.0,0.0,-185.2855
227,10.083044,yeah,yeah,1.1,1910.248,1839.243,266.0,0.0,-189.92480000000003
228,10.124682,yeah,yeah,1.087,1917.825,1870.397,269.0,0.0,-190.69550000000004
229,10.17621,yeah,yeah,1.108,1922.196,1881.448,270.0,0.0,-191.1116
230,10.20617,yeah,yeah,1.091,1920.979,1905.051,273.0,0.0,-191.0069
231,10.253981,yeah,yeah,1.097,1947.745,1909.866,274.0,0.0,-193.67749999999998
232,10.294744,yeah,yeah,1.091,1949.093,1935.613,277.0,0.0,-193.81830000000002
233,10.335112,yeah,yeah,1.125,1923.796,1932.108,280.0,0.0,-191.2546
234,10.364335,yeah,yeah,1.114,1953.123,1934.883,282.0,0.0,-194.19830000000002
235,10.423667,yeah,yeah,1.115,2012.278,1944.558,283.0,0.0,-200.1128
236,10.486797,yeah,yeah,1.114,2012.893,1961.39,286.0,0.0,-200.17530000000002
237,10.535421,yeah,yeah,1.105,2042.566,1971.537,288.0,0.0,-203.15160000000003
238,10.565608,yeah,yeah,1.089,2052.636,1984.183,289.0,0.0,-204.1746
239,10.60028,yeah,yeah,1.085,2069.573,2004.38,291.0,0.0,-205.8723
240,10.624147,yeah,yeah,1.088,2072.096,2021.971,293.0,0.0,-206.12160000000003
241,10.653678,yeah,yeah,1.091,2090.135,2035.753,295.0,0.0,-207.9225
242,10.72366,yeah,yeah,1.086,2097.172,2050.692,297.0,0.0,-208.6312
243,10.762912,yeah,yeah,1.108,2078.255,2061.995,300.0,0.0,-206.71750000000003
244,10.795597,yeah,yeah,1.116,2079.604,2066.829,302.0,0.0,-206.84439999999998
245,10.834355,yeah,yeah,1.12,2098.244,2070.756,303.0,0.0,-208.70440000000002
246,10.884,yeah,yeah,1.121,2148.017,2083.423,305.0,0.0,-213.68069999999997
247,10.914591,yeah,yeah,1.107,2140.147,2101.228,308.0,0.0,-212.9077
248,10.944536,yeah,yeah,1.113,2140.4,2109.761,310.0,0.0,-212.92700000000002
249,11.023023,yeah,yeah,1.109,2218.517,2129.128,312.0,0.0,-220.74269999999999
250,11.058771,yeah,yeah,1.104,2214.685,2151.872,314.0,0.0,-220.3645
251,11.084226,yeah,yeah,1.098,2229.543,2161.581,315.0,0.0,-221.8563
252,11.125484,yeah,yeah,1.106,2197.31,2176.676,318.0,0.0,-218.625
253,11.167831,yeah,yeah,1.124,2213.513,2184.897,321.0,0.0,-220.2273
254,11.194845,yeah,yeah,1.117,2180.939,2188.251,322.0,0.0,-216.9769
255,11.263431,yeah,yeah,1.141,2237.492,2194.863,324.0,0.0,-222.60820000000004
256,11.314833,yeah,yeah,1.113,2279.906,2212.477,326.0,0.0,-226.8776
257,11.38635,yeah,yeah,1.113,2274.13,2226.271,328.0,0.0,-226.3
258,11.414933,yeah,yeah,1.117,2268.414,2241.959,331.0,0.0,-225.72440000000003
259,11.475005,yeah,yeah,1.126,2311.077,2255.241,333.0,0.0,-229.98170000000002
260,11.544815,yeah,yeah,1.118,2361.767,2281.003,336.0,0.0,-235.0587
261,11.603068,yeah,yeah,1.127,2348.408,2300.564,338.0,0.0,-233.7138
262,11.655629,yeah,yeah,1.114,2401.335,2331.198,341.0,0.0,-239.01950000000002
263,11.685459,yeah,yeah,1.115,2401.714,2364.418,344.0,0.0,-239.0564
264,11.718231,yeah,yeah,1.106,2410.41,2378.479,346.0,0.0,-239.935
265,11.747711,yeah,yeah,1.107,2421.576,2393.955,348.0,0.0,-241.0506
266,11.770646,yeah,yeah,1.107,2444.603,2407.113,349.0,0.0,-243.35330000000002
267,11.826744,yeah,yeah,1.107,2488.399,2420.552,350.0,0.0,-247.7329
